x,y,R_std,y_hi,y_lo
1,0.0005005992330610751,0.0004105376783698277,0.0009111369114309029,9.006155469124742e-05
2,0.00028732250789180404,0.00023121132373839448,0.0005185338316301986,5.6111184153409554e-05
3,0.000359967351373699,0.00030046592085980055,0.0006604332722334996,5.9501430513898455e-05
4,0.0003328824141994119,0.0002884075478890531,0.000621289962088465,4.447486631035881e-05
5,0.00023170297851579058,0.00024965898993037155,0.00048136196844616216,-1.7956011414580966e-05
6,0.0003910718804949687,0.00020881516563321393,0.0005998870461281827,0.00018225671486175478
7,0.0002984051669223441,0.0002267101567235392,0.0005251153236458834,7.169501019880492e-05
8,0.00027438154920107787,0.00023779202528360246,0.0005121735744846803,3.6589523917475415e-05
9,0.0003199216187000275,0.0002331567335293352,0.0005530783522293627,8.67648851706923e-05
10,0.00016874714475125077,0.0001639465491028175,0.0003326936938540683,4.800595648433282e-06
11,0.0003407750916002052,0.00016724161673679967,0.0005080167083370049,0.00017353347486340554
12,0.000590999556498395,0.00046325833747996376,0.0010542578939783589,0.00012774121901843128
13,0.0003153658100830702,0.00033355919907883847,0.0006489250091619087,-1.8193388995768275e-05
14,0.00045268979461656676,0.0003662606538639286,0.0008189504484804953,8.642914075263818e-05
15,0.0003324143727206521,0.0001790942469553396,0.0005115086196759917,0.0001533201257653125
16,0.0004573180371662602,0.00024622789759472783,0.0007035459347609881,0.00021109013957153238
17,0.0005119610544294119,0.0003235209152366651,0.000835481969666077,0.00018844013919274685
18,0.00020185814006254077,0.00018279590080512009,0.0003846540408676608,1.906223925742068e-05
19,0.0006935671996325254,0.0006381175063165856,0.0013316847059491109,5.5449693315939874e-05
20,0.0006283415084083876,0.0004901164692827825,0.00111845797769117,0.00013822503912560506
21,0.0005545896740630269,0.0003602760046785828,0.0009148656787416097,0.00019431366938444414
22,0.0004102074892984497,0.00028167828481390726,0.000691885774112357,0.00012852920448454242
23,0.00034844793645398954,0.0002344397029295958,0.0005828876393835854,0.00011400823352439375
24,0.00048412579723766875,0.0004377797511719649,0.0009219055484096337,4.634604606570383e-05
25,0.00045203010563272985,0.0002737308854888678,0.0007257609911215977,0.00017829922014386205
26,0.0005277812365908175,0.00041621018495271414,0.0009439914215435317,0.00011157105163810339
27,0.00035992553383111953,0.00015473668230284952,0.000514662216133969,0.00020518885152827002
28,0.0002901142753893509,0.0002151793205909042,0.0005052935959802551,7.493495479844674e-05
29,0.0002395059149712324,0.0002561048394745582,0.0004956107544457906,-1.659892450332583e-05
30,0.00033107821699231865,0.0002670226935829353,0.0005981009105752539,6.405552340938336e-05
31,0.00035713846050202845,0.0002328933374143536,0.000590031797916382,0.00012424512308767483
32,0.00044706993140280246,0.00034836020513739837,0.0007954301365402008,9.870972626540409e-05
33,0.0004265608714893461,0.00032194701772973906,0.0007485078892190851,0.00010461385375960705
34,0.00043431031424552205,0.0003234434769206762,0.0007577537911661982,0.00011086683732484584
35,0.00048268399430671707,0.00035427936022338973,0.0008369633545301068,0.00012840463408332733
36,0.0004584603164758947,0.0003447467672138377,0.0008032070836897325,0.000113713549262057
37,0.00026522133664952385,0.00019764764265647444,0.0004628689793059983,6.757369399304941e-05
38,0.00029845157348447376,0.00019108265512870858,0.0004895342286131823,0.00010736891835576518
39,0.0003036450184881688,0.00023405587672496492,0.0005377008952131338,6.958914176320388e-05
40,0.00019903219817206264,0.00011653535998348392,0.00031556755815554657,8.249683818857872e-05
