x,y
0.002,87.94059405940594
0.00204,87.94059405940594
0.0020800000000000003,87.94059405940594
0.00212,87.94059405940594
0.00216,87.94059405940594
0.0022,87.94059405940594
0.0022400000000000002,87.94059405940594
0.00228,87.94059405940594
0.00232,87.94059405940594
0.00236,87.94059405940594
0.0024000000000000002,87.94059405940594
0.00244,87.94059405940594
0.00248,87.94059405940594
0.00252,87.94059405940594
0.00256,87.94059405940594
0.0026,87.94059405940594
0.00264,87.94059405940594
0.00268,87.94059405940594
0.00272,87.94059405940594
0.0027600000000000003,87.94059405940594
0.0028,87.94059405940594
0.00284,87.94059405940594
0.00288,87.94059405940594
0.00292,87.94059405940594
0.00296,87.94059405940594
0.003,87.94059405940594
0.00304,87.94059405940594
0.0030800000000000003,87.94059405940594
0.0031200000000000004,87.94059405940594
0.00316,87.94059405940594
0.0032,87.94059405940594
0.00324,87.94059405940594
0.00328,87.94059405940594
0.00332,87.94059405940594
0.00336,87.94059405940594
0.0034000000000000002,87.94059405940594
0.0034400000000000003,87.94059405940594
0.0034800000000000005,87.94059405940594
0.00352,87.94059405940594
0.0035600000000000002,87.94059405940594
0.0036,87.94059405940594
0.00364,87.94059405940594
0.00368,87.94059405940594
0.00372,87.94059405940594
0.0037600000000000003,87.94059405940594
0.0038000000000000004,87.94059405940594
0.00384,87.94059405940594
0.00388,87.94059405940594
0.00392,87.94059405940594
0.00396,87.94059405940594
0.004,87.94059405940594
0.00404,87.94059405940594
0.00408,87.94059405940594
0.00412,87.94059405940594
0.0041600000000000005,87.94059405940594
0.004200000000000001,87.94059405940594
0.004240000000000001,87.94059405940594
0.004280000000000001,87.94059405940594
0.00432,87.94059405940594
0.00436,87.94059405940594
0.0044,87.94059405940594
0.00444,87.94059405940594
0.00448,87.94059405940594
0.00452,87.94059405940594
0.00456,87.94059405940594
0.0046,87.94059405940594
0.00464,87.94059405940594
0.00468,87.94059405940594
0.00472,87.94059405940594
0.00476,87.94059405940594
0.0048000000000000004,87.94059405940594
0.0048400000000000006,87.94059405940594
0.004880000000000001,87.94059405940594
0.004920000000000001,87.94059405940594
0.004960000000000001,87.94059405940594
0.005,87.94059405940594
0.00504,87.94059405940594
0.00508,87.94059405940594
0.00512,87.94059405940594
0.00516,87.94059405940594
0.0052,87.94059405940594
0.00524,87.94059405940594
0.00528,87.94059405940594
0.00532,87.94059405940594
0.00536,87.94059405940594
0.0054,87.94059405940594
0.00544,87.94059405940594
0.0054800000000000005,87.94059405940594
