x,y
1e-06,22.34649774123923
2e-06,22.27977883096366
3e-06,22.197344011885107
4e-06,22.13559935908611
4.9999999999999996e-06,22.064003796673738
5.999999999999999e-06,22.013112164296995
6.999999999999999e-06,21.867388966877463
8e-06,21.782792364898423
9e-06,21.713112164296998
1e-05,21.64645236380084
1.1000000000000001e-05,21.579778830963665
1.2000000000000002e-05,21.479778830963667
1.3000000000000003e-05,21.41311216429699
1.4000000000000003e-05,21.279778830963668
1.5000000000000004e-05,21.186430523061198
1.6000000000000003e-05,21.11311904618339
1.7000000000000003e-05,21.020221169000443
1.8000000000000004e-05,20.946445497630332
1.9000000000000004e-05,20.882740199211423
2.0000000000000005e-05,20.81965234186921
2.1000000000000006e-05,20.713159143338036
2.2000000000000006e-05,20.586887835434574
2.3000000000000007e-05,20.47983108821886
2.4000000000000007e-05,20.413468792047404
2.5000000000000008e-05,20.313456763079223
2.600000000000001e-05,20.24945215178054
2.700000000000001e-05,20.164003796670105
2.800000000000001e-05,20.046842326161944
2.900000000000001e-05,19.946491661982922
3.000000000000001e-05,19.880123417923695
3.100000000000001e-05,19.81720763303618
3.2000000000000005e-05,19.730722603319112
3.3e-05,19.615424368285773
3.4e-05,19.56932863040658
3.5e-05,19.479778830963667
3.5999999999999994e-05,19.413509008543873
3.699999999999999e-05,19.34644549763033
3.799999999999999e-05,19.253112164296997
3.8999999999999986e-05,19.213112164296994
3.999999999999998e-05,19.14649775695448
4.099999999999998e-05,19.064003796670107
4.199999999999998e-05,18.96435963750631
4.2999999999999975e-05,18.820221153320457
4.399999999999997e-05,18.76400379667012
4.499999999999997e-05,18.68644549763033
4.5999999999999966e-05,18.613112164296993
4.699999999999996e-05,18.530670463336776
4.799999999999996e-05,18.446445497630414
4.899999999999996e-05,18.379778830963662
4.9999999999999955e-05,18.29733713000344
5.099999999999995e-05,18.215821196817384
5.199999999999995e-05,18.179778830963663
5.2999999999999947e-05,18.082091034952445
5.3999999999999944e-05,18.013112164296995
5.499999999999994e-05,17.94644549763033
5.599999999999994e-05,17.84644549763033
5.6999999999999935e-05,17.797337130003445
5.799999999999993e-05,17.719764366905185
5.899999999999993e-05,17.669329536390688
5.999999999999993e-05,17.613112164296993
6.0999999999999924e-05,17.520221049725063
6.199999999999992e-05,17.446749985398398
6.299999999999992e-05,17.413112164296997
6.399999999999992e-05,17.34644549763033
6.499999999999991e-05,17.279778830963664
6.599999999999991e-05,17.182792366967984
6.699999999999991e-05,17.07977883096366
6.79999999999999e-05,17.013112164297
6.89999999999999e-05,16.919778830963665
6.99999999999999e-05,16.879778830963666
7.09999999999999e-05,16.802662750654118
7.19999999999999e-05,16.71882045996357
7.299999999999989e-05,16.679778830963663
7.399999999999989e-05,16.61341665206507
7.499999999999989e-05,16.54644549763033
7.599999999999988e-05,16.467388963033862
7.699999999999988e-05,16.413112164297
7.799999999999988e-05,16.353095795506533
7.899999999999987e-05,16.31311216429706
7.999999999999987e-05,16.213112164296998
8.099999999999987e-05,16.11350224600045
8.199999999999987e-05,16.046445497630334
8.299999999999986e-05,15.953015108820926
8.399999999999986e-05,15.879778830963664
8.499999999999986e-05,15.813112164297
8.599999999999985e-05,15.719778830963666
8.699999999999985e-05,15.646445497630332
8.799999999999985e-05,15.58016891239466
8.899999999999985e-05,15.54644549763033
8.999999999999984e-05,15.464010678551777
9.099999999999984e-05,15.420168909711563
9.199999999999984e-05,15.379830184031793
9.299999999999983e-05,15.315424368285775
9.399999999999983e-05,15.264003796670112
9.499999999999983e-05,15.213112164296998
9.599999999999983e-05,15.164055149738239
9.699999999999982e-05,15.079778830963667
9.799999999999982e-05,15.019778830963665
9.899999999999982e-05,14.986887716360563
9.999999999999982e-05,14.946445497630334
0.00010099999999999981,14.886887819987125
0.00010199999999999981,14.853112164296999
0.0001029999999999998,14.813164423621771
0.0001039999999999998,14.749102286541822
0.0001049999999999998,14.713112164296998
0.0001059999999999998,14.646790082553046
0.0001069999999999998,14.583874299698731
0.00010799999999999979,14.55355450233378
0.00010899999999999979,14.513112164296999
0.00010999999999999979,14.464003796670113
0.00011099999999999978,14.41977883039086
0.00011199999999999978,14.3800902006175
0.00011299999999999978,14.313112164297001
0.00011399999999999978,14.279778830963668
0.00011499999999999977,14.219778830963662
0.00011599999999999977,14.18008332052878
0.00011699999999999977,14.146445497630333
0.00011799999999999976,14.113112164297
0.00011899999999999976,14.03067046333678
0.00011999999999999976,13.997337130003448
0.00012099999999999976,13.946445497630405
0.00012199999999999975,13.879830970946001
0.00012299999999999976,13.830670463336789
0.00012399999999999976,13.782792351283284
0.00012499999999999976,13.748757701619118
0.00012599999999999976,13.713119046183389
