x,y,R_std,y_hi,y_lo
1,0.0647736020386219,0.023499383014074664,0.08827298505269657,0.04127421902454723
2,0.06103600524365902,0.023585269962959537,0.08462127520661855,0.03745073528069948
3,0.06774761751294137,0.028964315110917984,0.09671193262385935,0.03878330240202338
4,0.07259653843939304,0.035805511628324474,0.10840205006771751,0.036791026811068564
5,0.07693011537194253,0.04173267650894425,0.11866279188088677,0.035197438862998275
6,0.07283098027110099,0.03979303337718539,0.11262401364828639,0.0330379468939156
7,0.06709331832826138,0.03276944530918002,0.0998627636374414,0.03432387301908135
8,0.06641410924494266,0.030987187713379057,0.09740129695832173,0.035426921531563606
9,0.06640234664082527,0.029562716535146406,0.09596506317597167,0.03683963010567887
10,0.0635822843760252,0.02948727102396404,0.09306955539998923,0.03409501335206116
11,0.06025803722441196,0.03250706221244747,0.09276509943685943,0.02775097501196449
12,0.06499125808477402,0.029480287884877908,0.09447154596965193,0.03551097019989611
13,0.06479118764400482,0.030199054339433262,0.09499024198343808,0.03459213330457156
14,0.06465987488627434,0.03154023910152254,0.09620011398779688,0.0331196357847518
15,0.06292199219266574,0.03328478549714994,0.09620677768981567,0.029637206695515804
16,0.06192576326429844,0.033374008438417306,0.09529977170271575,0.028551754825881133
17,0.06738622114062309,0.04303135219614138,0.11041757333676447,0.02435486894448171
18,0.07177311057845752,0.042671505805561394,0.11444461638401891,0.029101604772896125
19,0.07093794643878937,0.04339613868539888,0.11433408512418824,0.02754180775339049
20,0.07899556355550885,0.03854875289647407,0.11754431645198292,0.040446810659034785
21,0.07046770304441452,0.043559747457247236,0.11402745050166176,0.026907955587167284
22,0.07046854744354884,0.043828024888141484,0.11429657233169033,0.02664052255540736
23,0.07057048752903938,0.044261361561564655,0.11483184909060404,0.026309125967474728
24,0.06090685352683067,0.03041710807615961,0.09132396160299028,0.03048974545067106
25,0.06070243939757347,0.030404148042298258,0.09110658743987173,0.030298291355275214
26,0.06835524862011273,0.04215801034659549,0.11051325896670822,0.02619723827351724
27,0.0702848235766093,0.042788678458409966,0.11307350203501926,0.027496145118199332
28,0.06878958890835445,0.04244022873220806,0.1112298176405625,0.026349360176146384
29,0.07606903603300452,0.03625249106123442,0.11232152709423894,0.039816544971770104
30,0.07483466947451234,0.03560088073980257,0.1104355502143149,0.03923378873470977
