x,y
1e-06,15.550511878752529
1.5e-06,15.537401297585424
2e-06,15.524290716418319
2.4999999999999998e-06,15.511180135251214
2.9999999999999997e-06,15.49806955408411
3.4999999999999995e-06,15.484958972917005
4e-06,15.4718483917499
4.5e-06,15.458737810582793
5e-06,15.445627229415688
5.500000000000001e-06,15.432516648248583
6.000000000000001e-06,15.419406067081479
6.500000000000001e-06,15.406295485914374
7.000000000000002e-06,15.393184904747269
7.500000000000002e-06,15.380074323580164
8.000000000000001e-06,15.36696374241306
8.500000000000002e-06,15.353853161245954
9.000000000000002e-06,15.34074258007885
9.500000000000002e-06,15.327631998911745
1.0000000000000003e-05,15.31452141774464
1.0500000000000003e-05,15.301410836577535
1.1000000000000003e-05,15.28830025541043
1.1500000000000003e-05,15.275189674243325
1.2000000000000004e-05,15.262079093076219
1.2500000000000004e-05,15.248968511909114
1.3000000000000004e-05,15.235857930742009
1.3500000000000005e-05,15.222747349574904
1.4000000000000005e-05,15.2096367684078
1.4500000000000005e-05,15.196526187240694
1.5000000000000005e-05,15.18341560607359
1.5500000000000004e-05,15.170305024906485
1.6000000000000003e-05,15.15719444373938
1.65e-05,15.144083862572275
1.7e-05,15.13097328140517
1.75e-05,15.117862700238065
1.7999999999999997e-05,15.10475211907096
1.8499999999999996e-05,15.091641537903856
1.8999999999999994e-05,15.078530956736751
1.9499999999999993e-05,15.065420375569646
1.999999999999999e-05,15.052309794402541
2.049999999999999e-05,15.039199213235436
2.099999999999999e-05,15.026088632068332
2.1499999999999987e-05,15.012978050901227
2.1999999999999986e-05,14.99986746973412
2.2499999999999984e-05,14.986756888567015
2.2999999999999983e-05,14.97364630739991
2.349999999999998e-05,14.960535726232806
2.399999999999998e-05,14.9474251450657
2.449999999999998e-05,14.934314563898596
2.4999999999999977e-05,14.921203982731491
2.5499999999999976e-05,14.908093401564386
2.5999999999999975e-05,14.894982820397281
2.6499999999999973e-05,14.881872239230177
2.6999999999999972e-05,14.868761658063072
2.749999999999997e-05,14.855651076895967
2.799999999999997e-05,14.842540495728862
2.8499999999999968e-05,14.829429914561757
2.8999999999999966e-05,14.816319333394652
2.9499999999999965e-05,14.803208752227548
2.9999999999999963e-05,14.790098171060443
3.0499999999999962e-05,14.776987589893338
3.099999999999996e-05,14.763877008726233
3.149999999999996e-05,14.750766427559128
3.199999999999996e-05,14.737655846392023
3.2499999999999956e-05,14.724545265224918
3.2999999999999955e-05,14.711434684057814
3.3499999999999954e-05,14.698324102890709
3.399999999999995e-05,14.685213521723604
3.449999999999995e-05,14.672102940556499
3.499999999999995e-05,14.658992359389392
3.549999999999995e-05,14.645881778222288
3.599999999999995e-05,14.632771197055183
3.6499999999999945e-05,14.619660615888078
3.6999999999999944e-05,14.606550034720973
3.749999999999994e-05,14.593439453553868
3.799999999999994e-05,14.580328872386763
3.849999999999994e-05,14.567218291219659
3.899999999999994e-05,14.554107710052554
3.949999999999994e-05,14.540997128885449
3.9999999999999936e-05,14.527886547718344
4.0499999999999934e-05,14.51477596655124
4.099999999999993e-05,14.501665385384134
4.149999999999993e-05,14.48855480421703
4.199999999999993e-05,14.475444223049925
4.249999999999993e-05,14.46233364188282
4.299999999999993e-05,14.449223060715715
4.3499999999999926e-05,14.43611247954861
4.3999999999999924e-05,14.423001898381505
4.449999999999992e-05,14.4098913172144
4.499999999999992e-05,14.396780736047296
4.549999999999992e-05,14.38367015488019
4.599999999999992e-05,14.370559573713086
4.649999999999992e-05,14.35744899254598
4.6999999999999916e-05,14.344338411378875
4.7499999999999915e-05,14.33122783021177
4.799999999999991e-05,14.318117249044665
4.849999999999991e-05,14.30500666787756
4.899999999999991e-05,14.291896086710455
4.949999999999991e-05,14.27878550554335
4.999999999999991e-05,14.265674924376246
5.0499999999999906e-05,14.25256434320914
5.0999999999999905e-05,14.239453762042036
5.14999999999999e-05,14.226343180874931
5.19999999999999e-05,14.213232599707826
5.24999999999999e-05,14.200122018540721
5.29999999999999e-05,14.187011437373616
5.34999999999999e-05,14.173900856206512
5.3999999999999896e-05,14.160790275039407
5.4499999999999895e-05,14.147679693872302
5.4999999999999894e-05,14.134569112705197
5.549999999999989e-05,14.121458531538092
5.599999999999989e-05,14.108347950370987
5.649999999999989e-05,14.095237369203883
5.699999999999989e-05,14.082126788036778
5.7499999999999887e-05,14.069016206869673
